Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Explicit Track
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,2020-10-14,USA2P2036916,0.06643986391835101,84.1,0.004273254056765617,0.003329996561600702,0.0015272119677729435,0.5087719298245613,0.0066711480823625005,0.011222404900413173,0.23061767437337236,0.014515151745487977,0.027159460324265274,2.084583083200225e-06,0.0,0.00016537200263245228,0.004226096143687269,0.022530798003039514,0.06379585326953748,0.0
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,2022-04-28,SGB502213458,0.06663998399039422,84.0,0.20804821641196988,0.17732147000885853,0.1465435421471779,0.8210526315789474,0.01035644168837702,0.02694414871533273,1.4452214789095916e-05,2.0221754867709293e-06,2.489859129743402e-05,0.39157058205904577,0.1724941724941725,0.4778182145448614,0.10142630744849446,0.036170390093549616,0.03827751196172249,0.0
Sunroof,Sunroof,Nicky Youre,2021-12-03,USQX92202129,0.06684010406243746,83.8,0.14652111598846743,2.032551309217112e-05,7.242415497582933e-07,0.06315789473684211,0.05625781076065195,0.02376017622783876,0.25718400754896675,0.0162430210867878,0.02591372155047437,0.01311863051070272,0.0019425019425019427,1.1249796097445732e-06,0.0,0.000739078625687217,0.03987240829346093,0.0
Watching Yourself Being Born,Neuroscape,Blush Response,2023-04-04,QZFZ72309552,0.06704022413448069,83.7,0.08732924983967338,0.09090585730473534,0.09257786091240644,0.7473684210526316,0.01926554020026173,0.02848697040661452,0.01823107268603899,0.006327696203108071,0.007356793920948558,0.09193792278772878,0.047785547785547784,0.016546200100123185,0.04120443740095088,0.013401967378253749,0.1291866028708134,0.0
Los del Espacio,Los del Espacio - Single,LIT killah,2023-06-01,USWL12300725,0.06744046427856713,83.3,0.31720528877923565,0.3678714614552051,0.1187136076483079,0.7157894736842105,0.1148705608368869,0.16428644540911566,0.08936790418107002,0.006207064738549015,0.008497022426825424,0.07216846922920332,0.07692307692307693,0.026174338090122116,0.05229793977812995,0.0038139046412631406,0.15311004784688995,1.0
Taste (feat. Offset),Taste (feat. Offset),Tyga,2018-05-16,USUYG1198481,0.0672403442065239,83.1,0.21296341856348333,0.13568635023230366,0.2055636289217599,0.7684210526315789,0.038492707284259416,0.07902880437746346,0.04059468626094839,0.011410219521622411,0.014623582499712613,0.0049937879184056115,0.14452214452214454,0.09294694033670639,0.09191759112519811,0.07827058838248156,0.39234449760765544,1.0
MAMIII,MAMIII,Becky G,2022-02-10,USRC12200425,0.06764058435061036,83.1,0.23834140034629045,0.28742816201466487,0.20079788319289724,0.7578947368421052,0.023636905707713343,0.07559973933398825,0.01857300742594423,0.01669914830150957,0.014238530722606836,0.48564180209606067,0.08624708624708624,0.1517546869462991,0.04595879556259905,0.018630084508543112,0.19617224880382775,0.0
Until I Found You,Until I Found You,Stephen Sanchez,2021-09-01,USUG12103651,0.06784070442265358,83.0,0.07546453937949632,0.04619142229471655,0.12757167263048452,0.5403508771929825,0.0020523755752245793,0.006514724474529872,0.007449860313516557,0.002393609492987441,0.0031340818794548054,0.2259047202416859,0.07692307692307693,0.07375591317407372,0.08716323296354993,0.0209643795514609,0.26794258373205737,1.0
exes,exes,Tate McRae,2023-11-17,USRC12302756,0.06804082449469681,83.0,0.0064805562659058175,0.015355925141135282,0.005206301863580619,0.4210526315789474,0.008333634588634491,0.02170550396161817,0.5409340918632656,0.03421352994741382,0.050581313759489765,0.0015925880037123594,0.01282051282051282,0.004356483538735861,0.011093502377179081,0.001880312127622127,0.0430622009569378,0.0
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,2019-08-16,QMRSZ1901446,0.06824094456674004,82.7,0.22559183466575808,0.19254189172937933,0.6454254942547385,0.894736842105263,0.005478909319078807,0.010589516605646557,0.0019313287163479887,0.0012527226975836499,0.0011791527353019976,0.043305686468799086,0.17132867132867133,0.17956868281762392,0.13312202852614896,0.34788488175063587,0.48803827751196166,0.0
Stick Season,Stick Season,Noah Kahan,2022-07-08,USUM72212470,0.06864118471082649,82.6,0.2751569979222328,0.27903880648587126,0.16112325259715973,0.7368421052631579,0.031109317760869285,0.09900864618877062,0.017131259140588793,0.015571289327694887,0.010387254574637642,0.288066639894937,0.2261072261072261,0.2469690236864457,0.058637083993660855,0.018065453501877233,0.1291866028708134,1.0
Need To Know,Need To Know,Doja Cat,2021-06-11,USRC12101120,0.06884130478286972,82.5,0.006880107106935656,0.00440555496272809,0.025112240954187785,0.8105263157894737,0.0005225193703233653,0.003623011058341176,0.010237739166380865,0.0003757635636381337,0.0003759349656878582,2.119646220609147e-05,0.009324009324009324,7.368616443826955e-05,0.00792393026941363,0.001524155154724851,0.10366826156299841,0.0
kompa pasiï¿½,kompa pasiï¿½,ýýýýýýýýýý,2024-04-12,USUS12400227,0.06844106463878326,82.5,0.09211346746765994,0.038818342420531476,0.046742317101744806,0.7578947368421052,0.04935949613353894,0.033324370786007265,0.023278835041464687,0.002064438268585769,0.0036351318080709728,0.001998195386740789,0.026806526806526808,0.014462175373071363,0.02694136291600634,0.048563474274546985,0.06698564593301436,0.0
Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,2022-10-20,MXF012200200,0.06904142485491294,82.5,0.09593000617345084,0.220535204635572,0.0643323261179041,0.7052631578947368,0.020373749708309206,0.03060142330215871,0.006065571236959702,0.004000234498914208,0.0044987117972799745,0.042034198062590976,0.23543123543123545,0.12091112098593212,0.04595879556259905,0.005358683122975052,0.44497607655502386,0.0
Last Last,Last Last,Burna Boy,2022-05-12,USAT22204901,0.06924154492695617,82.4,0.0018762554475627664,0.0012788135320490996,0.0006652425460364045,0.2631578947368421,0.0020098015138809242,0.0020865927150057273,0.15614599431575743,0.003277083858324955,0.008376154486935506,0.006583405752464351,0.001554001554001554,1.4624734926679454e-05,0.002641310089804543,0.011797559679478644,0.06698564593301436,0.0
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,2023-01-29,SGB502314277,0.06964178507104261,82.2,0.0818838617364968,0.13419411881278678,0.10281426429410676,0.7052631578947368,0.0019813824766684576,0.007267270318890258,1.4848485194603384e-05,4.500153051492821e-05,4.9852779522753885e-05,0.038034019894114396,0.02097902097902098,0.0006963623784318909,0.006339144215530904,0.0006461699151760901,0.0861244019138756,1.0
500lbs,500lbs,Lil Tecca,2023-07-21,USUM72309854,0.0694416649989994,82.1,0.17112148428147564,0.3678714614552051,0.1342717951145966,0.7473684210526316,0.01517387427908908,0.03506240632295142,0.006160815994424616,0.004061652802260086,0.003051475306288694,0.05209938689482736,0.07692307692307693,0.002229709586513744,0.014263074484944533,0.0015400479801494875,0.11961722488038277,1.0
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,2021-09-03,USUG12104409,0.06984190514308584,82.1,0.08394680316782185,0.15432653953058226,0.1133256393214645,0.6631578947368421,0.007131153927250587,0.03414947185860175,0.10559666912812748,0.03772386100656858,0.04496977077517112,0.010260341941963177,0.045454545454545456,0.09536845894668158,0.02694136291600634,0.0028485088618788778,0.24401913875598086,1.0
BILLIE EILISH.,BILLIE EILISH.,Armani White,2022-05-19,SGB502248062,0.07004202521512908,82.0,0.08327959037207244,0.0809361931330254,0.046042478680415735,0.7157894736842105,0.03004440933601522,0.06893605276512772,0.011766876731162628,0.0069194897848939875,0.008025558043013399,0.1684052429557639,0.0675990675990676,0.0010586058127696437,0.009508716323296355,0.0009301867392463926,0.05263157894736842,0.0
ýýýýýýýýýýýý,ýýýýýýýýýýýý,YOASOBI,2023-04-12,JPP302300157,0.07024214528717229,81.8,0.019753558109858325,0.008782315448575604,0.19611481916643358,0.8842105263157894,0.0006787534680414105,0.0055543185735253756,3.170163244059749e-06,0.0044211341094069585,0.004856108043754515,0.0004857856392890596,0.10955710955710955,0.0001518722473155174,0.028526148969889066,0.05565605220266158,0.08133971291866028,0.0
Lï¿½ï¿½ï¿½AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401990,0.07044226535921552,81.6,0.09490173471120393,0.07161694538026495,0.06266370789343965,0.831578947368421,0.005150189210925393,0.005909551923881878,0.0027367599705538453,0.0003248977710714791,0.00042658090718227323,0.08322016533116784,0.057109557109557105,0.14770701031043812,0.001584786053882726,5.093588305154448e-05,0.0861244019138756,0.0
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,2023-03-03,USUG12300821,0.07064238543125875,81.5,0.06372517098517028,0.012303710591794251,0.208246040467576,0.8842105263157894,0.0064740929361270395,0.01293654423411898,0.010184126111518092,6.425984564704562e-06,9.00167299720002e-06,0.017357005311021793,0.025641025641025644,0.0003211816785820757,0.014263074484944533,0.045870159060417824,0.03349282296650718,1.0
Madonna,Madonna - Single,Natanael Cano,2024-03-08,QZ9QQ2400185,0.07084250550330197,81.3,0.3753326143607164,0.29196752660524977,0.2452744067944256,0.831578947368421,0.039092773058374004,0.1259359439884551,0.02822473259265111,0.0227527212770894,0.016113843646841253,0.31080297468047047,0.23892773892773894,0.157163588909951,0.04120443740095088,0.0015952164172305698,0.22966507177033493,1.0
deja vu,deja vu,Olivia Rodrigo,2021-04-01,USUG12101240,0.0710426255753452,81.3,2.6859948370008066e-08,6.775171030723707e-06,1.105421312788974e-07,0.010526315789473684,0.07543453372736583,0.050689688719294135,0.12356986302027655,0.003135429831447878,0.0035906446859004042,0.034110276072875895,0.023698523698523696,0.0,0.0,0.0008381632687937314,0.0430622009569378,0.0
6. A.M.,Motion is Emotion,Azul,2022-10-07,ES40B2200055,0.07124274564738843,81.1,0.037875979756118436,0.017454534367901953,0.33506288568411663,0.8842105263157894,0.005704026332442966,0.022386634020612105,0.03344839238807441,0.0027221319064446637,0.003105852193099444,0.26284974054439547,0.07575757575757576,0.02606971498641587,0.06973058637083994,0.09653320835956809,0.3253588516746411,0.0
CONTIGO (with Tiï¿½ï¿½,CONTIGO (with Tiï¿½ï¿½,KAROL G,2024-02-15,USUG12400966,0.07144286571943165,81.0,0.034714564767227556,0.03889117550911175,0.07465862693491755,0.3368421052631579,0.0037770176404139295,0.01160277018782223,0.08759098106272682,0.0061932843468162505,0.009860775489300947,0.00015593726771833208,0.002331002331002331,0.0,0.010565240359218173,0.008170558261496966,0.019138755980861243,1.0
Sequï¿½ï¿½ncia da,Sequï¿½ï¿½ncia da,TRASHXRL,2023-05-08,SGB502370315,0.07164298579147488,80.8,0.023552074490987236,0.008785703034090967,0.19362160619599778,0.9052631578947368,0.000391473727852551,0.0021598219798657555,5.874126011051888e-06,0.004426135339728788,0.004863615294025684,0.00012821544040947223,0.08741258741258741,0.0001012481648770116,0.02377179080824089,0.08471649844788717,0.18181818181818182,0.0
WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401993,0.07184310586351811,80.8,0.158010932339524,0.32561471973658135,0.21919196423658635,0.7684210526315789,0.012334023397493682,0.04913024079123939,0.011484335932035801,0.017537125401091484,0.01680472185750757,0.03836024384020202,0.07575757575757576,0.03307496301629533,0.047543581616481784,0.018204961802341015,0.19617224880382775,1.0
Doja,Doja,Central Cee,2022-07-21,ZZOPM2237319,0.07204322593556133,80.5,0.19171920619129731,0.1082892523768147,0.07182798982644935,0.6947368421052631,0.17891804846268983,0.6469927358430884,0.04051433660872579,0.00776614563788114,0.006929636056829371,0.03701273235156785,0.07692307692307693,0.005074220529752899,0.03803486529318542,0.004925634751874508,0.11004784688995214,0.0
Kill This Love,Kill This Love,BLACKPINK,2019-04-04,KRA401900005,0.07224334600760456,80.4,0.018976120027200515,0.006897124109276733,0.026121124680191607,0.7473684210526316,0.008959826343518081,0.00947000596394026,0.18676270831614705,0.005963882029945979,0.011898445111737072,0.012096449882427519,0.011655011655011654,0.003317564869136747,0.006339144215530904,0.03288953828624178,0.05582137161084529,0.0
Lan,Lan - Single,Zeynep Bastï¿½,2024-03-08,TRAUR2400004,0.07244346607964779,80.3,0.0411749010975652,0.022813694653204403,0.600366550846085,0.9052631578947368,0.0003686716956367213,0.0022554067928191477,0.001442610756238013,0.0019451150474950548,0.0011317269008131263,0.00239338712487858,0.11421911421911422,0.00938176745546487,0.10142630744849446,0.22291227145842132,0.5789473684210525,0.0
Good Luck Babe!,Good Luck Babe!,Chappell Roan,2024-04-05,USUG12401967,0.07284370622373423,80.2,0.3897588607004327,0.29480632326712297,0.1637806816213068,0.7894736842105262,0.07685591498852384,0.1533276690718968,0.12521077214943524,0.008809024592145588,0.011721562964728443,0.2754646297788518,0.22261072261072262,0.20735286672929054,0.1664025356576862,0.024327185223556348,0.20574162679425836,0.0
Sweet but Psycho,Sweet but Psycho,Ava Max,2018-08-17,USAT21802011,0.072643586151691,80.1,0.2303255039729952,0.16591546957863518,0.2629513705381274,0.7894736842105262,0.023509986329304625,0.02092553124597885,0.01850342700474189,0.006601677189511573,0.009201020509181281,0.0061731432669611674,0.09090909090909091,0.037010141691181844,0.06339144215530904,0.07843646715437447,0.3684210526315789,0.0
Hey Mor,Hey Mor,Ozuna,2022-10-06,QMDA62203322,0.07304382629577746,80.1,0.14621366487405635,0.31406474692195513,0.29869003038395325,0.7684210526315789,0.012387147148104074,0.020498127831174495,0.002072447600756354,0.0008619250692388069,0.0015780183831362877,0.12039372677940553,0.1526806526806527,0.1424466056552725,0.11885895404120445,0.030469762250178428,0.20574162679425836,0.0
Ferrari,Ferrari,James Hype,2022-03-15,GB3CE2200004,0.07324394636782068,80.1,0.37511034898864887,0.38219078542863966,0.12511321563084185,0.7368421052631579,0.07056661854547415,0.25122059206285924,0.14097424571035538,0.03897626714416483,0.03748513493208323,0.0726832600121176,0.1328671328671329,0.09473115799776129,0.3074484944532488,0.00942903074367489,0.014354066985645932,0.0
Falling,Falling,Trevor Daniel,2018-10-05,USUYG1221109,0.07344406643986391,80.0,0.3346583822336386,0.2357996649677925,0.20558585170194457,0.7684210526315789,0.04768431011717524,0.16692433589016822,0.02957829905776921,0.010832142474292834,0.008508772462586049,0.26864421098120206,0.32867132867132864,0.337119827203132,0.0665610142630745,0.00503360637525546,0.23444976076555024,1.0
positions,positions,Ariana Grande,2020-10-23,USUM72019412,0.07384430658395036,80.0,0.2857264130643908,0.35878256951748927,0.43749179248498987,0.7684210526315789,0.013132510263673527,0.02354535112606003,0.00718613070363941,0.0010845777557706793,0.0017746599878781417,0.2548048283703246,0.2972027972027972,0.22043637959061993,0.24881141045958793,0.09810885958831898,0.23923444976076555,0.0
Where Are You Now,Where Are You Now,Lost Frequencies,2021-07-30,BEHP42100067,0.07364418651190714,79.9,0.07057767797698476,5.5895161003470585e-05,0.0008560230174332603,0.2842105263157894,0.1396484110073567,0.13202466126690574,0.021569612002399655,0.0030958652148116625,0.003916733809354729,0.051987234559905414,0.005827505827505828,4.124925235730102e-06,0.0,4.937979701127327e-06,0.06698564593301436,0.0
Amor Prohibido - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,USUM72402905,0.07404442665599359,79.9,0.46608103682999474,0.5156836740397465,0.24062466169104846,0.831578947368421,0.02237715248644411,0.043314733025165926,0.009674802090321726,0.005867147557142468,0.004949587571519553,4.472058996599588e-08,0.331002331002331,0.002028338236369466,0.07131537242472268,0.002183209462314387,0.1244019138755981,1.0
Save Your Tears,After Hours,The Weeknd,2020-03-20,USUG12000658,0.07424454672803682,79.9,0.3087439126881512,0.3209500144819281,0.19527382606705662,0.8105263157894737,0.03251767193244367,0.13594412005272763,0.01329699331694623,0.015288242908434429,0.009843461005835951,0.15815684552671336,0.23076923076923078,0.04622541216440452,0.0792393026941363,0.011358349207658625,0.23444976076555024,1.0
Happier Than Ever,Happier Than Ever,Billie Eilish,2021-07-30,USUM72105936,0.07444466680008004,79.9,0.4079885672867314,0.34561502461927773,0.4466322888007864,0.8210526315789474,0.188982709516445,0.21523724307850242,0.050743124725946956,0.0007518672450180859,0.0005904761615033201,0.037885913119391275,0.41375291375291373,0.06726646829526214,0.27258320126782887,0.03339451932803059,0.4066985645933014,0.0
This Is What You Came For,This Is What You Came For,Calvin Harris,2016-04-29,GBARL1600460,0.07504502701620971,79.8,0.2751569320569681,0.2329947441610729,0.22231790130747442,0.7052631578947368,0.14241913883819934,0.15809705594603493,0.009014918625056377,0.0006596460488806714,0.0006291899698264347,0.04122911824814289,0.21095571095571097,0.020308131915109037,0.11727416798732172,0.02956345624469673,0.2966507177033492,0.0
China,China,Anuel AA,2019-07-19,QM6P41952433,0.07464478687212327,79.5,0.1773629536071265,0.10880585916790737,0.10433400132672667,0.7157894736842105,0.2553974542921727,0.1859945171293088,0.019512611177450144,0.0034913615288638066,0.004143806319185981,0.012798432961335747,0.17482517482517484,0.0032973152361613443,0.047543581616481784,0.003309774259843007,0.21052631578947367,0.0
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,2013-01-01,USWD11366376,0.0748449069441665,79.5,0.4403701745686132,0.4083920655972059,0.157544043234659,0.7999999999999999,0.0984913085302438,0.3883969313102434,0.006410443039870467,0.0015429266271931939,0.0012895841881334555,0.02201140935807408,0.07575757575757576,0.009482453130537008,0.06339144215530904,0.007143949515257413,0.06698564593301436,1.0
Moonlight,?,XXXTENTACION,2018-03-16,USUG11800209,0.07524514708825294,79.5,0.05840972360457043,0.004590178373315311,0.01844851732564751,0.2631578947368421,0.1440428428202119,0.12874188356924562,0.1419577111567454,0.01537037107650345,0.02340070346832614,0.0552195190447487,0.15850815850815853,0.011093986421496109,0.00792393026941363,0.0009282156969287157,0.0861244019138756,0.0
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,2024-05-10,USUM72404993,0.07564538723233939,79.4,0.03719650154011942,0.011565216949445368,0.07734546397778244,0.7684210526315789,0.008007065097740192,0.03005187482164108,0.00396734274982151,0.01000120577788663,0.008831640947376075,0.06792278654491023,0.013986013986013986,0.0005141156816532701,0.003169572107765452,0.0004210146390557803,0.08452950558213716,0.0
Smart,EASY,LE SSERAFIM,2024-02-19,USA2P2402103,0.07544526716029618,79.3,0.48475405775511443,0.35507146958541036,0.3228859952355655,0.831578947368421,0.16517671060777128,0.27406102926612463,0.014091492169964852,0.004260338775171337,0.003022379509235594,0.05600289478628597,0.16433566433566435,0.032186229124597114,0.42630744849445323,0.008114967952200524,0.20574162679425836,0.0
That's What I Like,24K Magic,Bruno Mars,2016-11-17,USAT21602948,0.07584550730438262,79.3,0.0050604030618006425,0.015420289265927156,0.0048268564684717285,0.5157894736842105,0.0029557471212678463,0.006985972367001901,0.17352445625931132,0.010705544380080149,0.02298922162544102,0.006583405752464351,0.0011655011655011655,0.0008679217689179383,0.001584786053882726,0.0006898233155591654,0.05582137161084529,0.0
Commando,Commando - Single,Mavokali,2022-09-28,QZTVM2210964,0.07604562737642585,78.6,0.27832374776399954,0.43309603296798227,0.2983571422851009,0.7263157894736841,0.033075565293082386,0.06462850936768078,0.018114009746247314,0.0031504849121139185,0.006155034558085585,0.06344784018948363,0.4207459207459207,0.15604479668806004,0.3407290015847861,0.08177383600666495,0.19138755980861244,0.0
The Business,The Business,Tiï¿½ï¿,2020-09-16,CYA112000624,0.07624574744846907,78.3,0.31517855946317347,0.37263610048256157,0.4061460693125922,0.7894736842105262,0.0345543272453775,0.062334201032450784,0.08500608589757776,0.015454470768757255,0.021947648596832896,0.0067609870541010305,0.4149184149184149,0.21755586929986895,0.43106180665610144,0.04853486303921987,0.3062200956937799,0.0
Ride It,Ride It,Regard,2019-07-26,GBCEN1900047,0.0764458675205123,78.2,0.02831574098856399,0.06176754049435035,0.2926141088207921,0.43157894736842106,0.004788388597749247,0.0129389996532563,0.002764545518987075,0.0008607270743571163,0.0016950575353489271,0.04161776774807188,0.054778554778554776,0.05092838942294171,0.0792393026941363,0.4115107294518476,0.15789473684210525,0.0
Mwaki,SURRENDER,Zerb,2023-09-27,NLRD52339318,0.07684610766459875,77.9,0.20275533605929622,0.14630643082296307,0.1191608191816884,0.6631578947368421,0.09752915518160275,0.12704255164332215,0.036987623239804736,0.0043180429195047,0.004947209972135631,0.02372440947078602,0.15384615384615385,0.02026482020013387,0.058637083993660855,0.03307556318540274,0.15311004784688995,1.0
BICHOTA,BICHOTA,KAROL G,2020-10-23,USUM72019324,0.07664598759255553,77.8,0.012831929726908466,0.004452981159943156,0.025116353883830884,0.7789473684210526,0.0047483570605302075,0.008784141600073719,0.14912323579929843,0.005963882029945979,0.011898445111737072,0.0015699501941480694,0.009324009324009324,0.0016959067616899445,0.006339144215530904,0.032897775168348284,0.051036682615629984,0.0
Renklensin,Renklensin - Single,Reynmen,2024-04-19,FRX282477628,0.07724634780868521,77.8,0.020133965982467243,1.6937927576809267e-06,8.344025012741602e-06,0.0,0.021646253452298456,0.012356391281085887,0.14290722943839695,0.006565190601518886,0.012828101673146776,0.021856621290628778,0.023698523698523696,0.0020978994755720052,0.003169572107765452,0.0019767133868014183,0.03987240829346093,0.0
Bad idea,Missing,Kurochuu,2024-06-09,CA5KR2466578,0.07704622773664198,77.6,0.0922157190090838,0.0002743944267443101,2.6270909268074514e-05,0.14736842105263157,0.0561099920312095,0.04783949274956455,2.564102623871856e-07,3.815674616066741e-07,3.9056766807317686e-07,0.0036530274555198997,0.0,1.0687306292573447e-05,0.0,0.0003021919090206702,0.028708133971291863,0.0
writhe,writhe,daine,2023-02-21,AUWA02201495,0.07744646788072843,77.6,0.5387731600725216,0.5645563702698719,0.34950295473970977,0.831578947368421,0.1473093240342953,0.2538760235446771,0.024817273305763946,0.005979112750072129,0.005034161475014637,0.040834656854854726,0.2062937062937063,0.005134406938874233,0.10459587955625992,0.018505659868763024,0.13875598086124402,1.0
The Hills,The Hills,The Weeknd,2015-05-27,USUG11500737,0.07764658795277166,77.5,0.39088373431733947,0.02686694072233486,0.05427176477268747,0.7473684210526316,0.10228704149504086,0.10841676917105403,0.03496501247004691,0.0044602350969403706,0.004682778583456416,0.13912921812052848,0.06526806526806526,0.06310179377998773,0.006339144215530904,6.079109463992885e-05,0.09090909090909091,0.0
Seven (feat. Latto) (Clean Ver.),Seven (feat. Latto),Jung Kook,2023-07-14,USA2P2330092,0.07784670802481489,77.4,0.018033854820328692,0.006914062036853542,0.0527941671628706,0.8736842105263157,0.00046915197212752584,0.003961714462871286,1.097902123494222e-05,1.2844940143011324e-05,6.105230408188503e-06,0.00012821544040947223,0.05944055944055944,0.00013331008375473195,0.017432646592709985,0.024863640698986382,0.14832535885167464,0.0
SKINNY,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401995,0.0780468280968581,77.3,0.19232965978983,0.053191867762211825,0.08302434234677482,0.7719298245614036,0.015441842390352435,0.026313994013549055,0.018078710600125343,0.0037592679658225224,0.005270432111469302,0.03552095685808742,0.07925407925407925,0.04448675617754428,0.03539355520338088,0.030742388524433947,0.18819776714513556,0.0
The Girl From Ipanema,Instrumental Bossa Nova,Stan Getz,2024-06-06,QZQAY2414774,0.07824694816890133,77.2,0.16807139023182188,0.12579460052744706,0.14200709510476636,0.6947368421052631,0.04406382989336182,0.07100454278217988,0.01926014030909418,0.006804723860384184,0.011122412520543301,0.06245697430839049,0.11305361305361306,0.07022516466889038,0.08240887480190175,0.06730273377967552,0.3253588516746411,0.0
Te Felicito,Te Felicito,Shakira,2022-04-21,USQX92201764,0.07844706824094456,77.0,0.15007645010469164,0.062297697627504485,0.08225641251377637,0.8421052631578947,0.013967855244573415,0.0053776407350760985,0.004792121323825672,0.001757618113331247,0.0021423740986247224,0.012637803323984356,0.03846153846153846,0.000631676050871578,0.03486529318541998,0.16723476601621787,0.15789473684210525,1.0
Que Onda,Que Onda - Single,Calle 24,2023-08-30,USDXS2303230,0.07864718831298778,76.9,0.04222465748216611,0.03761405576982034,0.5750978965879353,0.863157894736842,0.0017925453055679579,0.003975724795595986,0.002137505877331139,8.57204487173879e-05,0.000264679849107537,0.043977680825462294,0.1048951048951049,0.06288354773569729,0.1838351822503962,0.6471604988015129,0.25837320574162675,0.0
Stumblin' In,Stumblin' In,CYRIL,2023-11-10,NLZ542301810,0.07884730838503101,76.9,0.072855262861289,0.002823552527054105,0.016953728508517955,0.23157894736842105,0.12103766432977475,0.11633462927038712,0.4032763186466896,0.01687617582313335,0.02336356598390253,0.062139650765690745,0.13636363636363638,0.034013196010822304,0.0036978341257263604,0.0005674388774763235,0.02392344497607655,0.0
A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,2024-04-12,USUYG1543926,0.07904742845707424,76.8,0.10000386435245023,0.13607761635932797,0.06990712208200174,0.7052631578947368,0.00850096809897462,0.023523878244976815,0.0014252447884672444,0.0017418879233716499,0.00179797613119607,0.013669848363293303,0.07925407925407925,0.2642560228595857,0.06339144215530904,0.022322489951781876,0.19617224880382775,1.0
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,2022-09-22,USSM12208809,0.07924754852911746,76.6,0.23858163852728903,0.20250478073005854,0.1929969936009028,0.8105263157894737,0.04429068006996266,0.05764268143709872,0.018487273158211495,0.00792394472111498,0.00923339633632654,0.11190661178738225,0.08624708624708624,0.03103818743285278,0.06497622820919176,0.07213479589099506,0.24880382775119617,1.0
Desesperados,VICE VERSA,Rauw Alejandro,2021-12-10,USSD12100779,0.07944766860116069,76.6,0.05232612934780113,0.03432471023440398,0.09703182827769341,0.6456140350877192,0.0084757338793959,0.03268705310769882,0.21835012940987095,5.993914900827628e-05,9.601911013679197e-05,0.19605322669364977,0.025641025641025644,0.010223814693358682,0.03803486529318542,0.2614269155455465,0.18181818181818182,0.0
Young Miko: Bzrp Music Sessions Vol. 58,Young Miko: Bzrp Music Sessions Vol. 58,Bizarrap,2024-01-10,UYB282401001,0.07964778867320392,76.6,0.42931349100099203,0.3151081232606866,0.266457035077149,0.7789473684210526,0.25436146653551667,0.2725543487767856,0.00545648031367087,0.0012563663537325995,0.0017430333193675434,0.24624054388492328,0.22843822843822845,0.002121149054173393,0.5530903328050714,0.022157731561837958,0.2535885167464115,1.0
Sugar,V (Deluxe),Maroon 5,2014-08-29,USUM71410340,0.09065439263558134,76.6,0.1318341791352398,6.775171030723707e-06,7.242415497582934e-08,0.7192982456140351,0.09685748736355022,0.12579350828050248,0.041058229395296714,0.0014165131042233343,0.0020055809496146043,0.1389810910889328,0.007770007770007771,0.007062059500171559,0.005282620179609086,0.01988508518986674,0.03189792663476874,1.0
I DONï¿½ï¿½ï¿½T WANNA DO THIS A,King of the Dead,Juliï¿½ï¿½n Kh,2024-03-18,QZLL92480334,0.07984790874524714,76.5,0.061560180902350194,0.029275514023757138,0.14750631455724791,0.6912280701754385,0.0069277686611342575,0.020056762229118723,0.1663015112579995,6.0142435814884196e-05,4.978847453899266e-05,0.18444399995683725,0.05244755244755245,0.012436087095921386,0.09033280507131537,0.3410698680764779,0.26794258373205737,0.0
Igual Que Un ï¿½ï¿½ngel (with Peso Pl,ORQUï¿½ï¿½,Kali Uchis,2024-01-12,USUM72315072,0.0802481488893336,76.3,0.00046530142542716664,0.0004132854328741461,0.00030213451557100843,0.28421052631578947,0.057838726542641695,0.1019284123673909,0.05054282946098281,0.0027933561144145684,0.0032205197027929057,0.00020093194277252447,0.0003885003885003885,0.0002064337583881292,0.0,0.0008731717467308553,0.020733652312599677,0.0
