Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Explicit Track
Slow Dancing,Layover - EP,V,2023-09-08,USA2P2339031,0.6265759455673404,24.6,0.10260032610607261,0.07575488108727946,0.05955487435851877,0.7789473684210526,0.013805014296739785,0.020671098468181152,0.0013299301009307716,0.0003186101510390173,0.0002606060825092579,0.05979250605690766,0.0337995337995338,0.013697189238445052,0.011093502377179081,0.0004259941143846482,0.07177033492822966,0.0
F**kin' Problems,F**kin' Problems,A$AP Rocky,2012-10-24,USRC11201220,0.6309785871522914,24.6,0.030195778083292484,0.01668555245591481,0.020150831841163855,0.5894736842105263,0.05116862356567525,0.07980657844982295,0.005312331126161565,0.0003485846458336339,0.00030648594766923286,0.031992857513801896,0.01282051282051282,0.001169416304329484,0.01109350237717908,0.0006903350949679656,0.03349282296650718,0.0
Are You Entertained (feat. Ed Sheeran),Are You Entertained (feat. Ed Sheeran),Russ,2022-07-22,QZQAY2214416,0.6289773864318592,24.6,0.02591619348704321,0.033006939468928215,0.035583012713187506,0.5789473684210525,0.001498434856003464,0.004778020962346485,0.015132844175590772,0.006694427434025196,0.009269011032886259,0.004975593543002217,0.009324009324009324,0.00022499592194891467,0.017432646592709985,0.007550170963023682,0.004784688995215311,1.0
Vamos Para Arriba,Vamos Para Arriba,Junior H,2022-06-03,USWL12200487,0.6275765459275566,24.6,0.025107498599249604,0.037209239300734595,0.01739221102532504,0.631578947368421,0.004438150799341604,0.006221165475446017,0.006549106601766277,7.625385243674743e-09,1.3840277875799621e-08,0.02692887006660592,0.01631701631701632,0.00519515583780044,0.017432646592709985,0.10245755987990253,0.09569377990430622,1.0
Best Day Of My Life,American Authors - EP,American Authors,2013-01-01,USUM71302187,0.6269761857114269,24.6,0.19306287767771943,0.17191996490461406,0.11829847620378409,0.7684210526315789,0.05501669226054569,0.12069317477252947,0.006854359134134245,0.004275674021295212,0.003398794567065518,0.07255375755153923,0.039627039627039624,0.005746395846575281,0.05546751188589541,0.0016947436803663167,0.07655502392344497,0.0
One Man Band,Old Dominion,Old Dominion,2019-01-18,USRN11800147,0.6285771462877727,24.6,0.12286068519584883,0.07822443092797825,0.034698096269716525,0.6947368421052631,0.00986096983439728,0.044344179534855026,0.024266667232323246,0.010344247450246792,0.009472103257573031,0.0027677940771614696,0.04079254079254079,0.0027848870239226913,0.001584786053882726,0.0002025816546294421,0.09090909090909091,0.0
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","Garmi (From ""Street Dancer 3D"")",Badshah,2019-12-26,INS181905948,0.6305783470082049,24.6,0.12924525778660156,0.12743419191688218,0.05751080931465964,0.7894736842105262,0.009013608377584753,0.010269461547767193,0.0008766666871017875,0.0004291151891943087,0.0006256877878391155,0.07027564172551,0.06293706293706293,0.061192140892446324,0.009508716323296355,0.00013361592132462178,0.14354066985645933,0.0
Vai Novinha Ah Ah Ah,Ritmo dos Crias,Dyamante DJ,2023-05-25,BCWV12300010,0.6293776265759456,24.6,0.07748485757622971,0.1848266657181427,0.05423517913903179,0.7052631578947368,0.002331287794450951,0.016012365940133288,1.0955711211088839e-06,3.3653934874318696e-07,3.986626013536941e-07,0.0016029598882710988,0.05361305361305361,0.008976774795956823,0.017432646592709985,0.0027961206318564136,0.06698564593301436,1.0
Saiyan,Saiyan,Heuss L'enfoirï¿,2023-06-02,FR1DC2300200,0.6267760656393837,24.6,4.444737543315255e-07,1.6937927576809267e-06,7.288157069146615e-06,0.45263157894736833,0.019669651500134853,0.034214933653772484,0.05469349777840321,0.0012597047814722144,0.0014683395490089589,0.07189037094818641,0.0038850038850038846,9.937319886077064e-06,0.0010565240359218173,0.0003332513863844837,0.03189792663476874,1.0
Heart Attack,Demi,Demi Lovato,2013-01-01,USHR11334249,0.6301781068641185,24.6,0.021165307653595214,0.03208721000150747,0.029097524930042744,0.6631578947368421,0.0013895474206352147,0.0038277898046953198,0.0005240559562717005,4.898006461583612e-05,7.359757699833741e-05,0.011460748479397296,0.017482517482517484,0.010313813062138247,0.020602218700475437,0.00123071882315744,0.03827751196172249,0.0
Parï¿½,Parï¿½,Ingratax,2021-07-09,MXB952100097,0.627976786071643,24.6,0.10041163784115283,0.054931392924350134,0.07020367612584197,0.6631578947368421,0.0037083638527460835,0.016464403788766294,0.00932694660435773,0.0021110475199895033,0.0016305365437811992,3.464762002546486e-05,0.06293706293706293,0.00067892519448085,0.009508716323296355,0.0011293657524011082,0.10047846889952153,1.0
Beer Never Broke My Heart,Beer Never Broke My Heart,Luke Combs,2019-05-08,US6XF1700264,0.6331799079447669,24.6,0.15404865622517283,0.12086566360259557,0.08112704167647618,0.6736842105263158,0.00957549144446109,0.014201004847382539,0.06906795032792425,0.001692597773955877,0.00211630822052078,0.00019995975006979744,0.07575757575757576,0.011799348636805958,0.07448494453248812,0.006886510640754943,0.2200956937799043,0.0
WUSYANAME,CALL ME IF YOU GET LOST,Tyler The Creator,2021-06-25,USQX92102132,0.6341805083049831,24.6,0.012285857867520232,0.010532003367260002,0.07068857109059568,0.7789473684210526,0.0010710011460943489,0.0023470918224367983,0.002149766949878018,0.0014934421937533914,0.0010432423256175702,0.003958385130996672,0.006993006993006992,0.0006322385406764503,0.003169572107765452,0.01058194526481877,0.03827751196172249,0.0
Bodak Black,Young Sunny Boy 2,Young Sunny Boy,2023-01-06,QZSYP2279666,0.6315789473684211,24.6,0.09293369157955303,0.13519176274706082,0.045289305586643416,0.6,0.017783559367456955,0.06272528671191034,0.01333484879568412,0.0032608597223212216,0.002183412897840577,0.0071672792383107795,0.05011655011655011,0.01031437555194312,0.0665610142630745,0.004014453010133295,0.00956937799043062,0.0
Heartbroken (feat. Jessie Murph & Polo G),Heartbroken (feat. Jessie Murph & Polo G),Diplo,2023-07-21,USSM12305095,0.6339803882329398,24.6,0.02450009263167038,0.04665382771756344,0.07757339041708664,0.6631578947368421,0.0008196005805280068,0.002397628520890497,0.0025636286533868373,0.0015266755254416439,0.0012331500763594803,0.007402103946815151,0.01515151515151515,0.006637942187297855,0.0,4.606014679202801e-06,0.03987240829346093,1.0
Snow On The Beach (feat. Lana Del Rey),Midnights,Taylor Swift,2022-10-21,USUG12205737,0.7096257754652792,24.6,0.0025099867337570535,0.0,1.1435392890920421e-07,0.29122807017543856,0.056007814043012354,0.04107466324033521,0.027897848358147206,0.004624100919634112,0.008197781887491215,0.0074304501247737,0.0011655011655011655,9.806072264940198e-05,0.0,0.0009101166872958723,0.03189792663476874,0.0
Dura,Dura,Daddy Yankee,2018-01-18,US2BU1700200,0.6355813488092856,24.5,0.007429230022893955,0.006055309108709312,0.07233406695063467,0.719298245614035,0.0006731756721105731,0.0023298075975290073,0.024842502521581256,0.0016956270256937966,0.0016539586915652908,0.23899477370095487,0.011655011655011654,0.027108633656014985,0.03328050713153724,0.26285978031924206,0.13875598086124402,0.0
Lo Que Tiene,Lo Que Tiene,Morad,2024-03-08,QM4TX2442925,0.6319791875125076,24.5,0.00019907332482100462,4.234481894202317e-05,6.312336875788072e-06,0.4666666666666666,0.002563737944610468,0.007912981358040647,0.002209766951276619,0.00021495006763765702,0.00040684063203988386,0.012735413099204207,0.007381507381507381,0.0004115550405648898,0.0036978341257263604,0.004190512042698558,0.03987240829346092,0.0
What If I Told You That I Love You,What If I Told You That I Love You,Ali Gatie,2020-01-24,USWB12000024,0.6335801480888533,24.5,0.007782105047035005,0.03189919900540489,0.02039317068730824,0.6666666666666666,0.0006609567181315769,0.004943400663065877,0.010926053090739386,0.00016942900272810994,0.0002962776894226548,0.015084809201614651,0.01282051282051282,0.0017965924367620838,0.03169572107765452,0.007730842926206106,0.05263157894736842,1.0
Bent,Bent,41,2023-08-04,USUG12306666,0.6333800280168101,24.5,0.10120564967977877,0.23343682407082764,0.05790262018128125,0.7578947368421052,0.002161658348251587,0.008221417308368256,0.00019955711420879054,0.0003505809205705269,0.00025471616103356294,0.0009374592081944558,0.018648018648018648,0.0002188085340953195,0.01584786053882726,0.0005306668353602254,0.022328548644338118,1.0
Linda Guajira,Essential Classics Vol. 143: Mongo Santamaria,Mongo Santamaria,2024-06-06,ES31E2305760,0.6351811086651992,24.5,0.013841386145669321,0.038831892762592926,0.011331582394256644,0.6912280701754385,0.0006558516977644527,0.0017419192717888035,1.468531502762972e-06,1.5084630808856013e-07,3.812722150264812e-07,7.477159180563071e-05,0.002331002331002331,0.00012037281824266935,0.0,0.0006333754299560824,0.017543859649122806,1.0
All Out Of Fight,TRUSTFALL (Tour Deluxe Edition),P!nk,2023-11-30,USRC12302242,0.6317790674404643,24.5,6.610817205780083e-06,7.113929582259892e-05,1.5060412437342196e-05,0.0,0.02516589367686375,0.06438495746684453,0.06764806684494327,0.051657963721478246,0.04828331643649869,7.176831611199406e-06,0.003108003108003108,5.624898048722867e-07,0.015847860538827262,0.016749959111245816,0.04146730462519937,0.0
2 Balas,2 Balas,Roylimar y Royerlin,2024-03-08,QZHN32468120,0.632379427656594,24.5,0.22604986288429618,0.14896399165976446,0.0749173984406462,0.6736842105263158,0.0034603209922880003,0.00900086042380149,0.028791445892574496,0.00030329531027565394,0.00017760435397453855,4.0111351245574216e-07,0.13986013986013987,2.2499592194891467e-06,0.012678288431061807,0.002853156372185821,0.0430622009569378,1.0
Stop Giving Me Advice (with Jack Harlow & Dave),Stop Giving Me Advice,Lyrical Lemonade,2023-12-08,USUG12303143,0.6327796678006804,24.5,0.0003763394079075523,0.0006571915899801996,0.00019507636732621147,0.31578947368421056,0.00011055712892966433,0.0006881111526196417,0.06526804347944157,0.0004575816895071329,0.0011481625995217095,0.01567854682413538,0.006216006216006216,3.937428634106007e-06,0.008980454305335447,0.004022779799433235,0.054226475279106866,0.0
Rich Nigga Shit (feat. Young Thug),SAVAGE MODE II,21 Savage,2020-10-02,USSM12005348,0.6353812287372423,24.5,0.025129481715254694,0.02732087718139335,0.2324615407820436,0.7157894736842105,0.0005403874317216222,0.001275004471912043,8.006993193636205e-05,1.8902904019894062e-05,7.101440575473955e-05,0.02308939945356386,0.04195804195804195,0.048757741265939555,0.10142630744849446,0.02695226087786615,0.23444976076555024,0.0
What Would Pluto Do,For All The Dogs,Drake,2023-10-06,USUG12306080,0.6345807484490695,24.5,0.02372328704240549,0.03657067943108889,0.08686080484894812,0.5052631578947367,0.0022563455465346477,0.006267786342072881,0.0014615151855831045,0.0008696344615199147,0.0010914914979999395,0.009901886385146042,0.011655011655011654,0.0009916695259898415,0.030110935023771792,0.05889833382398456,0.07655502392344497,1.0
So Far Away,So Far Away,Down Time,2022-07-22,QZK6L2235624,0.6357814688813288,24.5,0.051327171898946186,0.053893097963891724,0.047665122813661046,0.6210526315789473,0.015141512463989626,0.02801942971558511,1.1818182093663918e-05,2.6812388113792644e-07,6.400442506262366e-07,0.024043792264046637,0.024475524475524476,5.7373960096973245e-05,0.047543581616481784,0.00733217368268862,0.03349282296650718,0.0
Fake Love,Crowd Pleasers,Drake,2017-01-27,USCM51700084,0.6321793075845508,24.5,0.35770198342096593,0.19590745793889133,0.11926139727396168,0.7578947368421052,0.02399511152346147,0.04978800424720107,0.08007338181989235,0.0032240453847627816,0.0038270661919599237,0.010626831932298271,0.10722610722610722,0.03625359290362862,0.0665610142630745,0.008809501021508244,0.18181818181818182,0.0
Hijo Mio,Hijo Mio - Single,Misael De La Rosa,2022-04-20,QZHZ42274754,0.6343806283770262,24.5,0.011386279191292332,0.006787027580027473,0.047930313386599116,0.6947368421052631,0.000648801662677001,0.0017169478196471853,0.0011626340597350596,8.611765034873999e-05,0.0001587289804349807,0.03661665882216533,0.01515151515151515,0.07281599271013213,0.001584786053882726,0.0016886438230884536,0.23923444976076555,0.0
Car Keys (Ayla),Car Keys (Ayla),Alok,2023-06-30,DEE862300929,0.6337802681608966,24.5,0.05635691724924207,0.05496018740123071,0.020114063241221915,0.6947368421052631,0.01822507433944222,0.029985353826058173,0.0023472960920115638,0.001330964688173036,0.0013236276830113358,0.012885701488801844,0.0034965034965034965,0.0005293029063848217,0.001584786053882726,0.00025258388605682385,0.0430622009569378,0.0
MONTAGEM ANOS 2000,A.Mago - Playlist do Mago,DJ Arana,2023-09-07,BC3PG2306028,0.6329797878727237,24.5,0.00891252045520244,0.010095004835778323,0.04939001079474407,0.7052631578947368,0.0006852357681089152,0.002257717775536624,0.0008700000202797207,4.3388016037333664e-05,6.932981926855564e-05,0.004692794890201686,0.013986013986013986,0.055530681006406755,0.004754358161648178,0.03140507369945078,0.1850079744816587,0.0
Ai Preto,Ai Preto,L7NNON,2022-06-03,BR5TG2200019,0.6349809885931559,24.5,0.002594047161046294,0.001038294960458408,0.13516347368706377,0.7508771929824561,0.0006649692759028561,0.00364859235314435,0.00019326340776837782,6.163992231701121e-05,0.00011819527275613184,0.02304055569836552,0.004662004662004662,0.05271129460778524,0.003169572107765452,0.006086952137635852,0.0430622009569378,0.0
2002,Speak Your Mind,Anne-Marie,2015-01-01,GBAHS1800094,0.6325795477286372,24.5,0.3377228029126234,0.3147778336729388,0.22582064982130884,0.7684210526315789,0.015204398291757504,0.0367948890819772,0.004070955805849786,0.004925080626190826,0.004221243145533846,0.0731787554151651,0.11771561771561771,0.08937400509615763,0.1347068145800317,0.012449207017516489,0.14354066985645933,0.0
We Don't Fight Anymore (feat. Chris Stapleton),We Don't Fight Anymore,Carly Pearce,2023-06-16,QZRD92302716,0.6347808685211127,24.5,0.1553544138434292,0.009969664171709934,0.00366497480918265,0.4736842105263158,0.052841901877195306,0.07409190870278752,0.04427944936160332,0.0006648788381543974,0.0008997106791685557,0.08678292505319317,0.019813519813519816,0.13006395509081398,0.003169572107765452,0.04431333301478522,0.022328548644338114,0.0
Pï¿½ï¿½,Pï¿½ï¿½gate - Si,Standly,2022-01-03,US7VG2202994,0.6373824294576746,24.5,0.19683634143465648,0.2683899314183313,0.15454790930847576,0.7894736842105262,0.007697254786851999,0.03637165827485718,0.00283132873732701,0.002638431304418554,0.0014666165030145512,5.84162020532202e-05,0.07808857808857808,0.019402523329264655,0.039619651347068144,0.003505301657756553,0.07655502392344497,0.0
Halfway To Hell,Whitsitt Chapel,Jelly Roll,2023-06-02,QMRSZ2300351,0.638583149889934,24.5,0.16525882804819483,0.2514265969501568,0.07762411781995075,0.21052631578947367,0.013620165116480275,0.041696659959146315,0.0011560839430322597,0.0011452227002131299,0.0007997619491276476,0.0007749946548572216,0.024475524475524476,6.637379697492983e-05,0.01901743264659271,0.0002327697238107037,0.06220095693779905,1.0
Ya Te Superï¿,Ya Te Superï¿½ï¿½ - Si,Xavi,2024-05-18,USA2P2428771,0.636782069241545,24.5,0.12326608893641089,0.07934233414804766,0.04781590228072546,0.6105263157894736,0.041923541221141065,0.051154388827399984,0.013223823152070468,0.0013862686253511794,0.001574935984323066,0.06377061859244802,0.07342657342657342,0.0007576737671629701,0.058637083993660855,0.007119197373310166,0.03827751196172249,0.0
Dark Horse,PRISM,Katy Perry,2013-01-01,USUM71311296,0.6379827896738043,24.5,0.026416964992463966,0.009002508507074125,0.02876125195489471,0.4701754385964912,0.0007579835948879054,0.003201738167134571,0.013934133968938634,0.00032656605484308643,0.0001685557892469477,0.001001720912639182,0.006993006993006992,0.00018337167638836545,0.004754358161648178,0.0035770061024922506,0.07177033492822966,0.0
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,2022-10-16,USAT22219268,0.640384230538323,24.5,0.06940360814577301,0.043222203590501884,0.02259411026264265,0.6421052631578947,0.035935329172649993,0.07581271885929121,0.017925385033225757,0.0015544552298835262,0.0017294907661061854,0.016434048331690636,0.03496503496503496,0.0066902537391509784,0.03328050713153724,0.0016391187913800884,0.03827751196172249,0.0
